ticket_id,subscriber_id,ticket_date,category,resolved,resolution_days
T0000569,S000452,2026-03-29,cancellation_intent,1,
T0000570,S000452,2026-04-21,billing,1,8.1
T0000571,S000452,2026-06-18,billing,0,
T0000572,S000456,2026-01-04,technical,1,0.5
T0000573,S000456,2026-02-17,billing,0,
T0000574,S000456,2026-06-09,billing,0,
T0000575,S000457,2026-02-22,cancellation_intent,1,6.7
T0000576,S000457,2026-06-17,other,1,2.6
T0000577,S000458,2026-04-15,billing,0,
T0000578,S000460,2026-01-13,cancellation_intent,1,3.5
T0000579,S000460,2026-01-19,cancellation_intent,0,
T0000580,S000460,2026-03-15,cancellation_intent,1,0.5
T0000581,S000461,2026-01-14,technical,1,1.9
T0000582,S000461,2026-04-18,other,1,5.7
T0000583,S000462,2026-01-15,technical,0,
T0000584,S000462,2026-05-21,technical,1,1.1
T0000585,S000463,2026-03-04,billing,1,2.1
T0000586,S000463,2026-05-08,cancellation_intent,1,7.6
T0000587,S000463,2026-05-18,other,1,4.0
T0000588,S000466,2026-05-03,other,0,
T0000589,S000467,2026-06-04,technical,0,
T0000590,S000468,2026-04-14,billing,0,
T0000591,S000468,2026-04-21,content,0,
T0000592,S000470,2026-02-15,billing,0,
T0000593,S000470,2026-05-01,technical,1,0.5
T0000594,S000470,2026-06-10,other,1,1.1
T0000595,S000471,2026-05-07,other,1,1.7
T0000596,S000471,2026-05-16,cancellation_intent,0,
T0000597,S000474,2026-01-11,content,1,4.5
T0000598,S000477,2026-02-22,cancellation_intent,1,5.5
T0000599,S000477,2026-04-06,cancellation_intent,1,1.1
T0000600,S000477,2026-04-06,other,1,0.5
T0000601,S000477,2026-06-02,content,1,
T0000602,S000478,2026-02-13,other,1,2.0
T0000603,S000481,2026-03-27,technical,0,
T0000604,S000482,2026-01-13,cancellation_intent,1,1.6
T0000605,S000482,2026-05-24,cancellation_intent,0,
T0000606,S000483,2026-01-21,billing,0,
T0000607,S000483,2026-02-16,billing,1,5.0
T0000608,S000485,2026-06-17,content,1,0.5
T0000609,S000486,2026-04-19,billing,1,1.2
T0000610,S000487,2026-04-12,other,1,1.6
T0000611,S000488,2026-02-11,billing,1,0.9
T0000612,S000488,2026-06-15,technical,1,12.2
T0000613,S000489,2026-01-02,other,1,1.0
T0000614,S000489,2026-04-28,billing,1,2.1
T0000615,S000489,2026-05-28,technical,1,1.2
T0000616,S000490,2026-02-21,cancellation_intent,1,2.0
T0000617,S000490,2026-05-17,cancellation_intent,1,3.6
T0000618,S000493,2026-01-30,other,0,
T0000619,S000493,2026-03-28,other,1,3.3
T0000620,S000494,2026-03-01,other,1,1.5
T0000621,S000494,2026-03-02,billing,1,4.3
T0000622,S000495,2025-12-30,cancellation_intent,0,
T0000623,S000495,2026-05-20,billing,1,2.9
T0000624,S000497,2026-01-28,billing,1,0.5
T0000625,S000497,2026-02-01,technical,1,1.9
T0000626,S000497,2026-04-01,cancellation_intent,1,0.5
T0000627,S000497,2026-05-22,other,1,0.9
T0000628,S000499,2026-05-02,other,1,2.4
T0000629,S000502,2026-03-24,cancellation_intent,1,1.3
T0000630,S000502,2026-04-09,billing,1,1.3
T0000631,S000502,2026-04-11,other,1,1.1
T0000632,S000502,2026-05-31,content,1,1.4
T0000633,S000504,2026-05-14,other,0,
T0000634,S000505,2025-12-30,technical,0,
T0000635,S000507,2026-02-23,billing,1,0.5
T0000636,S000507,2026-03-23,cancellation_intent,1,0.5
T0000637,S000507,2026-05-25,cancellation_intent,1,8.8
T0000638,S000512,2026-01-24,billing,1,0.8
T0000639,S000512,2026-02-14,other,1,0.5
T0000640,S000512,2026-04-21,cancellation_intent,1,6.5
T0000641,S000514,2026-01-06,other,0,
T0000642,S000514,2026-04-25,technical,0,
T0000643,S000516,2025-12-25,content,1,3.3
T0000644,S000518,2026-01-02,other,1,0.5
T0000645,S000518,2026-01-08,cancellation_intent,1,1.3
T0000646,S000518,2026-04-13,cancellation_intent,0,
T0000647,S000520,2025-12-28,billing,1,4.8
T0000648,S000520,2026-01-18,billing,1,1.5
T0000649,S000520,2026-02-03,technical,1,0.5
T0000650,S000520,2026-03-18,technical,1,12.9
T0000651,S000521,2026-03-11,cancellation_intent,0,
T0000652,S000522,2026-03-13,technical,0,
T0000653,S000522,2026-04-18,billing,1,2.4
T0000654,S000524,2026-02-15,cancellation_intent,1,0.8
T0000655,S000524,2026-04-20,billing,0,
T0000656,S000524,2026-04-26,cancellation_intent,1,0.5
T0000657,S000525,2026-02-01,billing,1,2.4
T0000658,S000525,2026-03-15,other,1,0.9
T0000659,S000525,2026-03-27,cancellation_intent,0,
T0000660,S000527,2026-01-23,cancellation_intent,1,2.7
T0000661,S000528,2026-01-06,billing,0,
T0000662,S000528,2026-05-07,other,1,1.7
T0000663,S000529,2026-03-08,technical,1,1.7
T0000664,S000530,2025-12-22,other,1,0.9
T0000665,S000532,2026-04-10,billing,0,
T0000666,S000532,2026-05-28,other,1,3.6
T0000667,S000533,2026-05-20,other,1,1.4
T0000668,S000533,2026-06-14,other,1,0.5
T0000669,S000534,2026-05-17,content,1,2.9
T0000670,S000535,2026-01-08,other,1,7.2
T0000671,S000536,2026-02-27,content,1,0.5
T0000672,S000538,2026-02-26,cancellation_intent,1,2.7
T0000673,S000540,2026-05-05,content,1,6.3
T0000674,S000541,2026-02-24,other,0,
T0000675,S000541,2026-03-19,other,0,
T0000676,S000542,2026-06-18,technical,1,2.1
T0000677,S000543,2025-12-25,technical,1,0.5
T0000678,S000543,2026-01-13,other,1,2.9
T0000679,S000544,2026-03-30,cancellation_intent,1,7.7
T0000680,S000544,2026-04-12,other,0,
T0000681,S000546,2026-01-16,cancellation_intent,1,2.4
T0000682,S000546,2026-02-04,content,0,
T0000683,S000546,2026-06-09,billing,1,1.2
T0000684,S000547,2026-04-16,content,1,2.5
T0000685,S000548,2026-02-16,cancellation_intent,0,
T0000686,S000549,2026-05-08,other,1,3.9
T0000687,S000551,2026-05-12,billing,1,0.8
T0000688,S000551,2026-05-27,other,1,
T0000689,S000553,2026-02-23,billing,1,2.2
T0000690,S000555,2026-01-17,billing,1,0.8
T0000691,S000555,2026-06-19,technical,1,1.0
T0000692,S000557,2026-05-22,other,1,0.9
T0000693,S000559,2026-01-07,billing,0,
T0000694,S000559,2026-03-23,other,1,12.0
T0000695,S000559,2026-05-04,billing,0,
T0000696,S000559,2026-05-10,other,0,
T0000697,S000559,2026-05-29,billing,0,
T0000698,S000560,2026-01-09,content,1,2.6
T0000699,S000562,2026-03-27,cancellation_intent,1,7.5
T0000700,S000562,2026-03-28,other,1,4.1
T0000701,S000562,2026-05-17,other,1,7.6
T0000702,S000563,2026-04-01,other,1,1.4
T0000703,S000564,2026-05-28,other,1,5.9
T0000704,S000566,2026-04-28,cancellation_intent,1,3.0
T0000705,S000566,2026-05-15,other,0,
T0000706,S000568,2026-01-14,cancellation_intent,1,1.0
T0000707,S000568,2026-03-29,technical,0,
T0000708,S000568,2026-04-11,cancellation_intent,0,
T0000709,S000568,2026-04-26,technical,1,0.8
T0000710,S000568,2026-04-29,cancellation_intent,0,
T0000711,S000568,2026-05-02,billing,1,5.8
T0000712,S000569,2026-02-23,billing,1,0.5
T0000713,S000570,2026-01-16,other,1,0.5
T0000714,S000570,2026-01-19,other,1,0.5
T0000715,S000570,2026-03-04,content,1,0.5
T0000716,S000570,2026-03-04,content,1,2.6
T0000717,S000570,2026-04-24,other,0,
T0000718,S000571,2026-02-04,billing,0,
T0000719,S000571,2026-02-07,billing,1,4.8
T0000720,S000571,2026-06-03,billing,0,
T0000721,S000572,2026-01-21,technical,0,
T0000722,S000572,2026-04-29,technical,1,0.7
T0000723,S000572,2026-05-11,billing,1,4.1
T0000724,S000573,2026-05-10,other,1,0.5
T0000725,S000573,2026-05-12,other,1,2.3
T0000726,S000573,2026-05-21,other,1,5.3
T0000727,S000574,2025-12-31,billing,0,
T0000728,S000574,2026-03-10,cancellation_intent,1,4.0
T0000729,S000575,2026-02-09,billing,1,1.9
T0000730,S000575,2026-03-03,other,1,10.5
T0000731,S000575,2026-03-20,content,1,4.1
T0000732,S000575,2026-05-07,cancellation_intent,0,
T0000733,S000576,2026-05-02,billing,1,0.5
T0000734,S000576,2026-05-24,billing,0,
T0000735,S000576,2026-06-04,cancellation_intent,1,8.2
T0000736,S000580,2026-01-04,other,1,5.4
T0000737,S000581,2026-02-14,technical,1,13.9
T0000738,S000581,2026-03-19,other,0,
T0000739,S000582,2026-05-24,billing,1,2.6
T0000740,S000582,2026-05-26,other,1,12.5
T0000741,S000584,2026-04-23,other,1,6.7
T0000742,S000586,2026-01-09,technical,1,1.7
T0000743,S000588,2025-12-30,billing,1,2.7
T0000744,S000588,2026-04-29,technical,0,
T0000745,S000588,2026-05-21,cancellation_intent,1,1.1
T0000746,S000589,2026-04-23,other,1,1.1
T0000747,S000589,2026-05-14,technical,0,
T0000748,S000590,2026-03-18,billing,0,
T0000749,S000591,2026-03-05,technical,0,
T0000750,S000591,2026-03-23,billing,1,0.5
T0000751,S000591,2026-04-06,other,0,
T0000752,S000592,2026-02-21,billing,0,
T0000753,S000592,2026-05-18,content,1,3.2
T0000754,S000592,2026-05-30,technical,1,0.6
T0000755,S000593,2026-03-12,technical,1,0.5
T0000756,S000594,2026-01-17,cancellation_intent,1,15.4
T0000757,S000594,2026-01-19,billing,1,1.0
T0000758,S000594,2026-06-09,billing,0,
T0000759,S000595,2026-01-01,technical,1,5.6
T0000760,S000595,2026-02-14,other,1,0.5
T0000761,S000597,2026-01-29,other,1,4.1
T0000762,S000597,2026-03-27,content,1,2.7
T0000763,S000598,2026-02-10,cancellation_intent,1,
T0000764,S000598,2026-06-10,technical,1,0.5
T0000765,S000599,2026-02-10,other,1,0.5
T0000766,S000599,2026-04-02,billing,1,2.4
T0000767,S000599,2026-04-20,billing,1,2.8
T0000768,S000602,2026-01-03,other,0,
T0000769,S000603,2025-12-26,billing,0,
T0000770,S000603,2026-03-13,billing,1,0.6
T0000771,S000603,2026-04-30,cancellation_intent,0,
T0000772,S000603,2026-05-31,billing,0,
T0000773,S000604,2026-03-30,content,0,
T0000774,S000606,2026-01-22,billing,0,
T0000775,S000606,2026-01-26,cancellation_intent,0,
T0000776,S000606,2026-04-05,content,1,
T0000777,S000606,2026-04-22,cancellation_intent,1,0.5
T0000778,S000606,2026-04-24,billing,1,0.5
T0000779,S000607,2026-03-12,billing,1,3.7
T0000780,S000607,2026-03-14,content,0,
T0000781,S000607,2026-04-08,cancellation_intent,1,4.2
T0000782,S000609,2026-03-10,cancellation_intent,1,0.5
T0000783,S000610,2026-02-08,other,0,
T0000784,S000613,2026-01-01,technical,1,5.0
T0000785,S000613,2026-01-18,cancellation_intent,1,0.5
T0000786,S000613,2026-03-16,other,0,
T0000787,S000613,2026-03-25,cancellation_intent,1,2.7
T0000788,S000614,2026-05-05,billing,1,2.4
T0000789,S000615,2026-06-09,other,0,
T0000790,S000618,2026-01-09,technical,1,1.2
T0000791,S000619,2026-04-09,billing,0,
T0000792,S000620,2026-01-26,billing,1,5.9
T0000793,S000620,2026-04-02,cancellation_intent,1,0.6
T0000794,S000621,2026-04-20,billing,1,6.1
T0000795,S000621,2026-05-25,cancellation_intent,1,3.3
T0000796,S000623,2026-01-01,other,1,4.7
T0000797,S000623,2026-01-30,content,1,4.1
T0000798,S000623,2026-04-22,other,0,
T0000799,S000626,2026-03-27,content,1,11.9
T0000800,S000627,2026-05-15,other,0,
T0000801,S000627,2026-06-17,other,1,0.6
T0000802,S000628,2026-03-06,billing,1,0.5
T0000803,S000629,2026-05-27,billing,1,3.8
T0000804,S000630,2026-03-02,cancellation_intent,1,1.0
T0000805,S000630,2026-03-18,billing,1,9.8
T0000806,S000630,2026-06-10,cancellation_intent,1,0.9
T0000807,S000631,2026-01-14,technical,1,3.8
T0000808,S000632,2025-12-27,billing,0,
T0000809,S000632,2026-03-28,cancellation_intent,1,
T0000810,S000632,2026-05-17,other,1,1.1
T0000811,S000633,2026-04-29,cancellation_intent,1,0.5
T0000812,S000634,2026-04-06,other,1,2.5
T0000813,S000635,2026-01-04,other,0,
T0000814,S000635,2026-05-09,technical,1,1.9
T0000815,S000636,2026-01-24,other,0,
T0000816,S000637,2026-01-26,billing,0,
T0000817,S000637,2026-04-18,billing,0,
T0000818,S000638,2025-12-27,other,0,
T0000819,S000638,2026-03-27,content,1,0.9
T0000820,S000639,2026-02-14,technical,1,0.5
T0000821,S000639,2026-03-22,other,1,1.8
T0000822,S000639,2026-06-16,other,1,8.0
T0000823,S000640,2026-05-31,cancellation_intent,0,
T0000824,S000642,2025-12-23,billing,0,
T0000825,S000642,2026-03-05,other,0,
T0000826,S000642,2026-04-09,other,0,
T0000827,S000643,2026-02-14,cancellation_intent,0,
T0000828,S000643,2026-03-07,cancellation_intent,1,2.1
T0000829,S000643,2026-05-21,technical,1,1.5
T0000830,S000643,2026-06-12,content,0,
T0000831,S000644,2026-05-12,other,1,0.8
T0000832,S000645,2025-12-29,billing,0,
T0000833,S000645,2026-04-30,cancellation_intent,1,2.1
T0000834,S000647,2026-03-16,billing,1,4.0
T0000835,S000647,2026-04-06,technical,0,
T0000836,S000650,2026-01-01,technical,1,0.7
T0000837,S000650,2026-02-24,billing,0,
T0000838,S000650,2026-02-27,billing,1,1.1
T0000839,S000651,2026-01-08,technical,1,4.4
T0000840,S000651,2026-01-16,technical,0,
T0000841,S000651,2026-02-27,other,1,2.1
T0000842,S000652,2026-01-21,billing,1,0.5
T0000843,S000652,2026-05-08,billing,1,5.4
T0000844,S000652,2026-06-02,cancellation_intent,0,
T0000845,S000652,2026-06-05,technical,0,
T0000846,S000653,2026-04-26,content,1,6.8
T0000847,S000654,2026-02-16,other,1,0.5
T0000848,S000654,2026-03-07,content,1,2.4
T0000849,S000656,2026-01-18,billing,1,0.5
T0000850,S000656,2026-03-16,billing,1,1.0
T0000851,S000657,2026-06-04,technical,0,
T0000852,S000658,2026-01-05,other,1,6.8
T0000853,S000659,2026-03-04,cancellation_intent,1,
T0000854,S000661,2026-01-07,cancellation_intent,1,10.0
T0000855,S000661,2026-02-04,billing,1,2.7
T0000856,S000661,2026-02-14,other,0,
T0000857,S000661,2026-03-07,billing,0,
T0000858,S000661,2026-04-12,technical,1,6.9
T0000859,S000661,2026-05-04,content,0,
T0000860,S000662,2026-02-19,technical,1,0.5
T0000861,S000662,2026-03-23,billing,0,
T0000862,S000663,2026-05-23,other,1,2.2
T0000863,S000664,2026-01-21,other,0,
T0000864,S000667,2026-05-01,content,1,3.2
T0000865,S000667,2026-06-06,billing,1,0.7
T0000866,S000668,2026-02-17,cancellation_intent,0,
T0000867,S000669,2026-01-23,cancellation_intent,0,
T0000868,S000669,2026-06-17,technical,1,2.2
T0000869,S000672,2026-01-06,billing,1,1.0
T0000870,S000673,2026-03-27,content,1,8.6
T0000871,S000674,2026-04-03,billing,1,14.7
T0000872,S000675,2026-02-17,cancellation_intent,1,
T0000873,S000675,2026-03-20,other,1,5.1
T0000874,S000676,2026-02-05,other,0,
T0000875,S000676,2026-02-22,content,1,4.0
T0000876,S000676,2026-04-29,content,1,0.5
T0000877,S000677,2026-01-23,cancellation_intent,1,2.7
T0000878,S000677,2026-03-22,technical,1,0.5
T0000879,S000677,2026-05-04,billing,1,5.3
T0000880,S000677,2026-06-17,billing,1,
T0000881,S000678,2026-01-20,cancellation_intent,1,0.5
T0000882,S000679,2026-05-24,other,1,4.5
T0000883,S000680,2025-12-22,billing,1,0.5
T0000884,S000680,2026-01-28,cancellation_intent,1,0.5
T0000885,S000680,2026-02-20,cancellation_intent,0,
T0000886,S000680,2026-06-12,billing,0,
T0000887,S000682,2026-03-16,cancellation_intent,0,
T0000888,S000683,2026-01-08,billing,1,2.8
T0000889,S000683,2026-01-26,billing,0,
T0000890,S000683,2026-04-15,other,1,1.3
T0000891,S000683,2026-04-26,billing,0,
T0000892,S000683,2026-06-04,other,1,6.9
T0000893,S000684,2026-06-09,other,1,0.9
T0000894,S000685,2026-02-27,content,1,7.0
T0000895,S000686,2026-01-15,technical,1,1.6
T0000896,S000686,2026-03-05,billing,0,
T0000897,S000686,2026-03-30,technical,1,
T0000898,S000686,2026-05-25,billing,1,0.5
T0000899,S000687,2026-01-18,billing,1,0.5
T0000900,S000687,2026-03-17,cancellation_intent,1,1.8
T0000901,S000687,2026-06-01,technical,0,
T0000902,S000687,2026-06-02,other,1,2.5
T0000903,S000688,2025-12-27,other,1,1.3
T0000904,S000690,2026-02-01,billing,1,11.0
T0000905,S000690,2026-04-08,billing,1,2.2
T0000906,S000691,2026-02-18,billing,0,
T0000907,S000691,2026-03-30,billing,1,3.8
T0000908,S000694,2026-04-02,other,1,4.9
T0000909,S000695,2026-04-08,billing,1,2.0
T0000910,S000695,2026-06-12,cancellation_intent,1,2.0
T0000911,S000696,2026-01-25,other,0,
T0000912,S000699,2026-02-06,other,0,
T0000913,S000699,2026-03-23,technical,0,
T0000914,S000701,2026-01-30,billing,0,
T0000915,S000702,2026-01-28,billing,1,1.2
T0000916,S000703,2026-01-26,cancellation_intent,1,5.5
T0000917,S000704,2026-03-18,technical,1,1.7
T0000918,S000705,2026-06-03,billing,1,2.6
T0000919,S000706,2026-03-03,other,1,0.5
T0000920,S000706,2026-03-18,other,0,
T0000921,S000708,2026-05-13,technical,1,1.3
T0000922,S000712,2026-02-09,content,1,2.0
T0000923,S000713,2026-02-06,cancellation_intent,0,
T0000924,S000713,2026-02-22,other,0,
T0000925,S000714,2026-03-06,other,1,9.7
T0000926,S000714,2026-05-28,cancellation_intent,1,0.5
T0000927,S000716,2026-02-01,billing,1,3.4
T0000928,S000716,2026-03-22,billing,1,1.2
T0000929,S000716,2026-04-17,billing,1,1.7
T0000930,S000717,2026-06-02,technical,0,
T0000931,S000718,2026-02-27,content,1,
T0000932,S000718,2026-06-13,other,1,7.0
T0000933,S000719,2026-02-24,cancellation_intent,1,2.6
T0000934,S000720,2026-02-04,cancellation_intent,1,
T0000935,S000720,2026-06-02,cancellation_intent,0,
T0000936,S000723,2026-03-23,technical,1,0.5
T0000937,S000724,2026-03-15,cancellation_intent,1,5.6
T0000938,S000725,2026-04-13,technical,1,3.5
T0000939,S000725,2026-06-17,other,1,0.5
T0000940,S000729,2026-01-21,cancellation_intent,0,
T0000941,S000729,2026-04-01,cancellation_intent,0,
T0000942,S000730,2026-02-14,cancellation_intent,1,0.5
T0000943,S000730,2026-03-05,cancellation_intent,1,0.9
T0000944,S000730,2026-04-25,other,0,
T0000945,S000731,2026-01-13,content,1,1.3
T0000946,S000732,2026-06-17,billing,1,1.8
T0000947,S000733,2026-01-06,content,1,0.6
T0000948,S000733,2026-01-27,technical,1,5.6
T0000949,S000733,2026-05-09,billing,1,0.5
T0000950,S000735,2026-03-15,other,1,0.6
T0000951,S000736,2026-03-28,technical,1,0.5
T0000952,S000736,2026-04-01,technical,1,1.5
T0000953,S000736,2026-04-04,technical,1,3.7
T0000954,S000737,2026-05-15,other,1,5.9
T0000955,S000738,2026-01-07,technical,0,
T0000956,S000738,2026-04-16,technical,1,1.3
T0000957,S000739,2026-02-20,content,1,1.6
T0000958,S000740,2026-04-12,content,1,1.8
T0000959,S000740,2026-05-09,cancellation_intent,0,
T0000960,S000743,2026-01-09,billing,1,0.6
T0000961,S000744,2026-01-14,billing,1,2.9
T0000962,S000745,2026-01-04,billing,1,3.3
T0000963,S000746,2026-04-03,technical,1,2.2
T0000964,S000746,2026-04-27,other,1,2.0
T0000965,S000749,2026-03-06,cancellation_intent,0,
T0000966,S000749,2026-03-08,other,0,
T0000967,S000749,2026-05-19,content,0,
T0000968,S000751,2026-04-27,content,0,
T0000969,S000752,2026-01-12,cancellation_intent,0,
T0000970,S000753,2026-03-28,billing,1,7.5
T0000971,S000754,2026-02-02,technical,1,5.2
T0000972,S000754,2026-06-08,billing,1,4.2
T0000973,S000755,2026-06-14,cancellation_intent,1,0.5
T0000974,S000755,2026-06-19,billing,0,
T0000975,S000756,2026-03-19,technical,1,0.5
T0000976,S000757,2026-04-22,cancellation_intent,1,0.5
T0000977,S000759,2025-12-30,billing,0,
T0000978,S000759,2026-02-02,technical,1,
T0000979,S000760,2026-01-19,other,1,2.5
T0000980,S000760,2026-03-12,other,1,5.3
T0000981,S000760,2026-04-26,billing,1,6.0
T0000982,S000761,2026-02-25,content,0,
T0000983,S000762,2026-01-02,billing,1,4.6
T0000984,S000762,2026-03-31,cancellation_intent,0,
T0000985,S000762,2026-04-24,billing,1,4.8
T0000986,S000764,2026-01-08,other,1,3.6
T0000987,S000764,2026-06-19,technical,1,0.5
T0000988,S000765,2026-05-29,other,1,4.8
T0000989,S000766,2026-06-02,cancellation_intent,1,
T0000990,S000769,2026-03-02,technical,1,13.2
T0000991,S000769,2026-04-28,other,1,3.5
T0000992,S000770,2026-01-15,billing,1,0.9
T0000993,S000770,2026-06-11,other,1,3.8
T0000994,S000772,2026-05-15,billing,0,
T0000995,S000774,2026-03-25,technical,1,0.5
T0000996,S000776,2026-01-26,billing,1,3.6
T0000997,S000776,2026-03-28,billing,0,
T0000998,S000776,2026-05-09,other,1,0.5
T0000999,S000777,2026-02-04,cancellation_intent,1,0.5
T0001000,S000777,2026-05-09,cancellation_intent,1,1.5
T0001001,S000778,2026-02-23,content,1,6.1
T0001002,S000778,2026-03-07,cancellation_intent,0,
T0001003,S000778,2026-06-19,technical,0,
T0001004,S000779,2026-05-19,content,1,1.5
T0001005,S000780,2026-02-08,content,1,1.6
T0001006,S000780,2026-03-26,content,0,
T0001007,S000780,2026-05-06,billing,1,0.7
T0001008,S000780,2026-05-08,billing,1,4.7
T0001009,S000780,2026-05-21,billing,1,3.0
T0001010,S000780,2026-06-07,other,1,0.8
T0001011,S000781,2026-02-21,other,1,2.8
T0001012,S000783,2026-01-23,other,1,
T0001013,S000789,2026-03-20,billing,0,
T0001014,S000789,2026-05-29,cancellation_intent,1,2.7
T0001015,S000790,2026-05-25,billing,1,0.9
T0001016,S000791,2025-12-24,technical,1,0.7
T0001017,S000793,2026-04-23,billing,0,
T0001018,S000794,2026-01-06,billing,1,0.5
T0001019,S000794,2026-04-26,billing,1,4.5
T0001020,S000796,2026-05-10,billing,1,3.8
T0001021,S000797,2026-01-31,other,1,
T0001022,S000797,2026-06-18,billing,0,
T0001023,S000798,2026-01-27,technical,1,0.8
T0001024,S000799,2026-01-20,cancellation_intent,1,7.1
T0001025,S000801,2026-05-12,technical,1,3.3
T0001026,S000801,2026-06-14,cancellation_intent,0,
T0001027,S000803,2026-06-01,cancellation_intent,1,0.5
T0001028,S000806,2026-04-01,other,0,
T0001029,S000808,2026-01-25,cancellation_intent,0,
T0001030,S000808,2026-03-07,content,1,
T0001031,S000809,2026-01-07,content,1,0.5
T0001032,S000810,2026-02-25,cancellation_intent,0,
T0001033,S000810,2026-04-27,billing,1,0.5
T0001034,S000810,2026-06-01,content,1,1.5
T0001035,S000813,2026-03-10,technical,0,
T0001036,S000813,2026-05-22,cancellation_intent,0,
T0001037,S000814,2026-04-05,cancellation_intent,1,1.6
T0001038,S000815,2026-06-01,content,0,
T0001039,S000816,2026-01-28,other,1,5.5
T0001040,S000816,2026-06-16,technical,1,4.5
